Phone Brand,Phone specification,Old Price,New Price,Rating
Apple,Brand IPhone 6 Plus 64GB 5.5 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Grey),157700,110780,
Apple,"Iphone 7 Plus 128gb Red, Free Pouch, Screen Protector, 6000 MAh Power Bank",,200000,1.0
Gionee,"S12 (4GB RAM, 64GB ROM) 6.517"" HD - Android 10 (16+8+2+2)MP Quad Rear + 13MP Selfie - Dual SIM - 4G LTE - Fingerprint",,76999,
Nokia,6300 Mobile Phone 6300 FM MP3 Bluetooth Cellphone One Year Warranty,19000,8700,
Samsung,"Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB, 64GB ROM) Android 8.0 12MP + 8MP Dual SIM 4G Smartphone",,140000,4.8
Blackview,"A70, 3GB+32GB, 6.517 Inch Android 11, 5380mAh Battery Smartphone - Green",68500,48000,
Tecno,"POVA(LD7)-6.8"" HD+ DOT-IN DISPLAY-128GB ROM/6GB RAM-8MP/13MP CAMERA-6000MAH-4G LTE-HELIO G80 OCTA-CORE-SPEED PURPLE",,120000,
Samsung,"Galaxy Note 9 - (6GB+128GB)-6.4""- Android 8.1, (12MP+12MP), S-Pen & Back Case Cover + Screen Guide",,170000,
Oukitel,U18 5.85''HD 21:9 Full Display Face ID 4GB RAM 64GB ROM MT6750T Octa Core13MP+16MP Camera 4000mAh Fingerprint Phone(16gb Storage Card) HWZ,131540,52616,
Huawei,Y6 Pro 2017 Mobile Phone 5.0 Inch Ram 3GB ROM  32GB,,52000,
QUBO,"SP510 -Android 10,Memory 8GB ,5 Inch Dual SIM, 5MP Camera, 3G Smartphones",19999,16890,
Honor,Huawei Honor 6X Fingerprint Smartphone 4G FDD-LTE 3G WCDMA,,150000,
Apple,"IPhone 8 4.7 Inch 256GB ROM+2GB RAM (Refurbished,Free Gift) 12MP+7MP-Silver",266200,158300,
Doogee,S68 Pro Rugged Phone 6GB+128GB 6300mAh Battery 5.84 Inch Android 9.0 Smartphone - Black,166310,102450,3.5
Tecno,CAMON 16 PREMIER (CE9) 6.9'' FHD DUAL Dot-in Display-128gb+8gb; 48mp/64mp;  4500mAh; Glacier Silver,,125000,
Samsung,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) (12MP + 12MP + 16MP)+(10MP+8MP) 4G Smartphone - White",350000,250000,
Apple,Refurbished (Class A) - Apple IPhone 6S Plus 2GB RAM+64GB ROM - Gold,283598,141799,
Oneplus,8 Pro 256GB Rom 12GB Ram 6.78 Inches 4510 MAh Battery- Ultramarine Blue,,390000,
Vivo,"V19, 6.44-Inch, 8GB RAM 128GB ROM Android 10 (48MP + 8MP + 2MP + 2MP) + (32MP + 8MP) Dual SIM - Sleek Silver",,160000,
Huawei,"Honor 8 4G LTE 4GB RAM 64GB ROM Smart Phone Android 5.2"" FHD 1920X1080  --Black",95000,65000,
Samsung,"Galaxy A21s, 6.5-Inch (4GB RAM, 64GB ROM) Android 10, (48MP + 8MP + 2MP + 2MP) + 13MP Dual SIM - Blue",99000,94900,5.0
Oneplus,"9 Dual SIM - 12GB RAM, 256GB ROM - 5G - Winter Mist",,399000,
Itel,"A35 5.0"" HD Screen, 1GB RAM + 16GB ROM, Android 10, 3020mAh Battery, 5MP + 2MP Camera, Face Unlock, 3G - Blue +Free Case",24890,18990,
Huawei,"Mate 40 Pro 6.76-Inch (8GB RAM + 256GB ROM) Android 10, (50MP + 12MP + 20MP) + 13MP, 5G Dual SIM - Mystic Silver",550000,530000,
Generic,New P46 Pro Smartphone 1GB+8GB Cellular Android 9.1 Handphone Core 6.1inch Mobilephone Face Fingerprint Recognition,71640,35820,
Infinix,"Smart 5 (X657) 6.6"" HD+ Waterdrop, 32GB ROM +2GB RAM, 8MP + 8MP Camera,5000mAh Battery,3G - Ocean Wave",59000,55000,
Blackberry,9900 WCDMA 3G QWERTY Keyboard 8GB ROM 5MP Smartphone - Black,60500,27900,
XIAOMI,Redmi 4X 3+32GB Smartphone 5.0' 13MP Camera Fingerprint ID Black,,56780,
Tecno,"F1-Dual Sim - 5"" Big Screen -8gb Rom + 1gb Ram - 5mp + 2mp Camera  - 2000mah Battery - Elegant Black",28800,25500,
Nokia,5800 Xpressmusic 3.2 MP Camera GPS WIFI FM Radio Bluetooth One Year Warranty,22000,15000,
Poco,"X3 Pro, 6.67"" (8GB RAM, 256GB ROM) Android 11 (48/8/2/2)MP + 20MP Selfie - Dual SIM - 4G - 5160mAh - Frost Blue",200000,190000,
Samsung,Galaxy S20 6.2-Inch (8GB 128GB ROM) Android 10.0 (12MP + 64MP + 12MP)+(10MP) Dual SIM 4G - Cosmic Grey,,340000,
Generic,Cell Phone Tablet Stand Desk Thick Case Friendly Phone,4112,2056,
Samsung,Galaxy S9 5.8'' Inch 4GB+64GB 12MP+8MP 4G - Blue,257800,126300,
Blackview,"A60 Smartphone, Android System, 2/16G Memory, Dual SIM, 4080Mah Battery- Blue",55380,36000,
Tecno,"Camon 17 (CG6) 6.6"" 90Hz HD+, 4GB RAM + 128GB ROM, 48MP Triple Rear + 8MP Front ,Android 11, 5000mAh, 4G - FROST SILVER",95000,85000,
Tecno,"Camon 17 (CG6) 6.6"" 90Hz HD+, 4GB RAM + 128GB ROM, 48MP Triple Rear + 8MP Front ,Android 11, 5000mAh, 4G - FROST SILVER",95000,85000,
Tecno,"Spark 7 (PR651H) 6.5"" HD+, 32GB ROM + 2GB RAM, 500mAh, 16MP + 8MP CAMERA, Android 11, 4G, Fingerprint -MAGNET Black",,51400,
Apple,IPhone 7 256GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone(Rose Gold),214614,164520,5.0
Tecno,"Spark 7 (PR651H) 6.5"" HD+, 32GB ROM + 2GB RAM, 500mAh, 16MP + 8MP CAMERA, Android 11, 4G, Fingerprint -MAGNET Black",,56000,
Apple,IPhone 7 Mobile Phone 32GB 3D Touch IPS Technology 4.7 Inch IOS 10 Smartphone(Red) Back Case Screen Guide & Smart Watch,,175000,
Sony,"Xperia XZ F8331 3GB RAM 32GB ROM GSM 4G LTE Android Quad Core 5.2"" IPS 23MP WIFI Fingerprint GPS Phone(Blue)",69500,53900,
Htc,"Desire 21 Pro 5G, 6.7"" FHD+ 8GB RAM 128GB ROM Android 10, (48MP + 8MP + 2MP + 2MP) + 16MP Dual SIM - Blue",,155000,
Doogee,"S95 Pro Rugged Phone, 8GB+256GB, 5150mAh Battery, 6.3 Inch Android 9.0 Pie, Network: 4G(Black)",297421,208195,
Cubot,"H1 5.5"" HD 1280*720 IPS Android 5.1 5200mAh Battery",194024,97012,
Nokia,"3.4, 6.39"" HD+ 4GB RAM + 64GB ROM Android 11 (13MP + 5MP + 2MP) + 8PM Dual SIM - Charcoal I Grey",,69000,
Oppo,"A54, Crystal Black, 6.51"", 4GB RAM 128GB ROM, 16MP Selfie Camera 13MP+2MP+2MP Rear Camera, 5000mAh",,94900,
Huawei,"Y7 Prime (2018) 32GB ROM, 3G RAM Android 8.0 Black",,65000,
Samsung,"Galaxy Note 10 Plus (Note 10+) 6.8-Inch (12GB RAM, 256GB ROM), (12MP + 16MP) SINGLE SIM 4,300 MAh Smartphone - Aura Glow",,290000,
Samsung,Galaxy Note 4 LTE Smartphone 5.7 Inch 16MP 3GB 32GB,95000,53900,
Tecno,"Spark 7 (KF6i) (64GB, 3GB RAM) 6.5 Inch HD+ Dot Notch Screen- Android-16MP Rear+8MP Selfie Camera, 5000mAh - Black",65000,59300,
Doogee,"X96 Pro, 4GB+64GB, 6.52 Inch Android 11.0, Network: 4G, Dual SIM  - Blue",90299,60170,
Nokia,"C20, 6.52"" 2GB RAM + 16GB ROM Android 11 (5MP + 5MP) 4G Dual SIM - Sand",,47000,
Huawei,"P40 Lite 6.4-Inch (6GB RAM + 128GB ROM) Android 10, (48MP + 8MP + 2MP + 2MP) + 16MP Dual SIM - Midnight Black",,115000,
Samsung,Galaxy A31 128GB (6GB RAM) White,182265,165696,
SOYES,Mini 2.5 Inch Android Smart Phone Quad Core 1G+8G Dual SIM High Definition Mini Phones-Pink,49500,25200,
Blackberry,"9720 Mobile Phone 3G WiFi 2.8"" Inch Touchscreen Smartphone 5MP Camera - Black",55900,25900,
Samsung,"Galaxy Note 10 Plus (Note 10+) 6.8-Inch (12GB RAM, 256GB ROM), (12MP + 16MP) Dual SIM 4,300 MAh Smartphone - Aura Black",,388000,
Apple,Iphone 5 32gb +1GB RAM 8MP+1.2MPSmart Phone Mobile Phone 4-inch Screen(Gift：accessories),,85000,
XIAOMI,"POCO X3, 64MP Camera, 6GB+64GB, 6.67 Inch MIUI 12 Android 10, Network: 4G, Dual SIM  - Grey",231199,154100,
Samsung,"Galaxy Note 10 Plus Single Sim Black, Pouch & Tempered Glass & A Small Torchlight Button Phone",,545000,
Apple,IPhone 7-4.7 Inch Smartphone 2GB+32GB 12MP Finger Sensor 4G LTE (gift) HD-Silver,400000,92500,4.0
Apple,"IPhone 6 4.7-Inch  Fingerprint Sensor HD (1GB, 128GB ROM) IOS 1.2 8MP+7MP Smartphone–Black",220976,123900,
Nokia,Lumia 1020 Phone 41MP Camera Dual Core 1.5GHz 32GB ROM 2 GB RAM Window 8 OS 3G&4G Smartphone(Black),52900,36900,
Itel,"A56 5.99"" IPS Screen, Android 9 Pie, 16GB ROM + 1GB RAM, 8MP + 5MP Camera, 4000mAh Battery, Fingerprint & Face ID - Blue",32990,27890,
Samsung,Galaxy S7 Smartphone Straight Screen 5.1'' 32GB ROM Quad Core 4G LTE Fingerprint,94000,64900,
yeamuds,6.8〞HD Smartphone 8GB RAM + 128GB ROM 10 Core With Fingerprint  -Blue,120680,70579,
XIAOMI,"Redmi Note 9 6.53-Inch (4GB RAM, 128GB ROM) Android 10 (48MP + 8MP + 2MP + 2MP) + 13MP 4G Dual SIM - Forest Green",,91000,
Htc,"ONE M9 Mobile Phones 32GB 3GB 5.0"" 20MP Lte Smartphones -Silver",39900,34900,
LG,"WING 5G, 6.8-Inch  8GB RAM 128GB ROM Android 10, (64MP + 13MP + 12MP) + 32MP  Nano SIM - Aurora Gray",520000,500000,
Blackview,BV9800 Pro 6GB+128GB 6.3 Inch Android 9.0 Pie NFC Smartphone - Orange,346790,202850,
Samsung,Galaxy S10 8+128GB G973F Single Sim Android 9.0 Octa Core 2.8GHz 6.1 Inch Quad HD+ Tri-lens Camera - Black,299999,237939,
Samsung,Galaxy S7 Smartphone Straight Screen 5.1'' 32GB ROM Quad Core 4G LTE Fingerprint -white,94000,64900,
Tecno,"Tecno Spark 7(pr651h) 6.5"" Hd+ Screen-32gb Rom -2gb Ram-16mp/8mp Camera-4g -5000mah- Spruce green",54500,48410,
Nokia,"6.1 SmartPhone 5.5"" 4+64GB Mobile Phone TLE 4G-White",85000,55990,
Itel,"P15 5.0"" Screen, 16GB ROM + 1GB RAM, Android 9, 5MP + 5MP Camera, 4000mAh, Fingerprint & Face ID - Black +Free 32GB Card",30000,28490,4.0
Nokia,"5.4, 6.39"" HD+ 4GB RAM + 128GB ROM Android 11 (48MP + 5MP + 2MP + 2MP) + 16PM Dual SIM - Polar Night I Blue",,95000,
Itel,"S16 Pro 6.6"" HD+ Screen, 2GB RAM + 32GB ROM, Android 10, 4000mAh, 8MP Triple Rear Camera, Face ID & Fingerprint - Green",,49900,
Samsung,Galaxy Note 4 LTE Smartphone 5.7 Inch 16MP 3GB 32GB -Gold,95000,53900,
Tecno,"Pop5(BD2), 6.1""HD+Dot Notch Screen, Android 10(Go Edition), 2G/3G,5MP Front 5MP Daul Rear Camera, 4000mAh-Obsidian Black",40000,36100,
Sony,"Xperia XZ Premium Mobile Phone 5.5"" 4G+64G Octa Core 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Pink)",171000,159000,
Samsung,Note20 Ultral - Dual Sim - 6.9 Inches - 12GB Ram - 256GB Rom - 5G - Bronze,,510000,
Tecno,"Pop2f (B1g), 5.5 Inch Screen, 8MP Front+5MP Rear Camera, 16GB ROM,1GB RAM, 2400mAh- Dawn Blue",30000,28699,
Sony,"Xperia XZ Premium Mobile Phone 5.5"" 4G+64G Octa Core 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Red)",138000,128000,
Nokia,6.1 Plus/X6 Smartphone 6+64GB  5.8'' Mobile Phone TLE 4G-White,85000,65590,
Poco,"X3 Pro, 6.67-Inch (6GB RAM, 128GB ROM) Android 11 (48MP + 8MP + 2MP + 2MP) + 20MP 4G Dual SIM - Phantom Black",,150000,
Itel,"A16 Plus 5.0"" Screen Android 8.1, 1GB RAM + 8GB ROM, 5MP+2MP, 2050mAh 3G Dual SIM Phone- Gold With 16GB Card & Case",25000,23590,4.7
Ulefone,"Armor X7 Pro Rugged Phone, 4GB+32GB, 5.0 Inch Android 10, 4G Smartphone - Black",70057,49040,
Samsung,"Galaxy S8 5.8-Inch QHD (4GB,64GB ROM)  12MP + 8MP  Smartphone + Free Back Case Cover &  Screen Guide",,98000,
Tecno,"Spark7(KF6i),Octa Core, 6.5""HD+Dot Notch Screen, 64GBROM,3GB RAM, 8MP Front,16MP Dual Rear Camera, 5000mAh Magnet Black",60000,58699,
Tecno,"POP4 Pro (BC3) 6.52"", 16GB ROM + 1GB RAM, 5000mAh, 4G, Android 10, 8MP Dual Camera, Fingerprint+ Face ID_pearl Black",,50000,
Samsung,"Galaxy Note8 Smartphone 6.3""  6GB RAM + 64GB ROM 12MP + 12MP Single SIM - Blue",,200000,
Nokia,"G20, 6.5"" HD+ 4GB RAM + 128GB ROM Android 11 (48MP + 5MP + 2MP + 2MP) + 8PM 4G Dual SIM - Night I Dark Blue",,89000,
Samsung,Galaxy S7 4GB 32GB 5.1Inch 12MP Fingerprint Sensor—Gold,120000,70000,
Samsung,"Galaxy A22 - 6.4"" HD+ Super AMOLED Screen, 4GB/128GB Storage, 48/8/2/2MP Camera, 5,000 Mah Battery 4G LTE - Black",130000,110100,
Nokia,Lumia 1020 Phone 41MP Camera Dual Core 1.5GHz 32GB ROM 2 GB RAM Window 8 OS 3G&4G Smartphone(White),52900,42900,
Samsung,"Fast Charger + FREE Black Earpiece And Charger Cord Cable For Samsung USB Type C Data Cable,",,5500,
Samsung,"Galaxy S10 Plus (S10+) 6.4"" (8GB, 128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G -  Black",,320000,
Samsung,Galaxy S6 4G Lte Mobile Phones Octa Core 5.1inch 16MP 3GB RAM 32GB ROM Smartphone,66850,49950,
Samsung,"Galaxy Note 10 Plus (Note 10+) 6.8'' (12GB RAM, 256GB ROM),(12MP + 16MP) Nano SIM 4300 MAh Smart - Black",350000,295000,
Doogee,"X95, 2GB+16GB 6.52 Inch Water-drop Screen Android 10 Smartphone - Green",61199,43663,
Infinix,"Hot 10T - 6.82"" HD+ (4GB RAM,128GB ROM) - Android 11 (48/2/2)MP + 8MP Selfie - 4G LTE - 5000mAh - Morandi Green",,76500,
Vernee,T3 Pro 5.5inch Full Screen 3GB RAM 16GB ROM Android 8.1 Smartphone  Quad-core MTK6739 Cellphone 4080mAh 4G Mobile Phone HWZ,104840,41936,
Apple,Refurbished (Class A) - Apple IPhone 6S 2GB RAM+32GB ROM - Rose Gold,230274,115137,
Tecno,"F1, 5.0 Inch, 1GBRAM + 8GB ROM, Battery 2000Mah Removable, Andriod 8.1(Go Edition), Elegant Black",27000,25999,4.2
Samsung,"Galaxy S10 Plus 6.4-Inch AMOLED (8GB,128GB ROM) - PRISM WHITE SM-G975F/DS With Free Power Bank And Phone Porch",,285999,
Generic,"Rino3 Pro 5.8"" Screen Android Phone Water Drop Screen Smartphone Solid Color",77800,38900,
Oneplus,"9R Dual SIM - 8GB RAM, 256GB ROM - 5G - Lake Blue.",,330000,
Samsung,Smart 5 - 4G LTE- 32gb ROM/ 2gb RAM- 6.6'' HD+ Waterdrop- 5000mAh-8MP/8MP-ANDROID 10 - Ocean Wave,55000,47000,
Tecno,"POP2F -5.5"", (16GB ROM,1GB RAM), (8MP+5MP),Battery 2400mAh(typ),Fingerprint,Face Unlock- Champagne Gold",35000,28999,
Generic,Phone Camera HD Lens Universal Clip-on 12X Zoom Cell Phone,6326,3163,
Itel,"P37 6.5"" HD+ Screen, 2GB RAM + 32GB ROM, 5000mAh Battery, Android 10, 8MP Dual Rear Camera, Fingerprint & Face ID - Blue",,41600,
Itel,"A56 5.99"" IPS Screen, Android 9 Pie, 16GB RAM + 1GB RAM, 8MP + 5MP, 4000mAh, Fingerprint & Face ID - Gradation Blue",35000,31499,
Tecno,"Phantom X 6.7-Inch 8GB RAM, 256GB ROM Android 11 (50MP + 13MP + 8MP) + 48MP + 8MP Dual SIM - Summer Sunset",280000,250000,
Samsung,"Galaxy A02s - 4/64GB Memory, Triple Rear Camera, Dual SIM, 5,000Mah Battery, 4G LTE - Black",85000,73500,
Samsung,"Galaxy Z Fold2 5G, 7.6-Inch (12GB RAM, 256GB ROM), (12MP + 12MP + 12MP) + 10MP Nano SIM - Mystic Black",870000,770000,
Ulefone,Armor 9E Rugged Phone  64MP Camera 8GB+128GB 6600mAh Battery 6.3 Inch Android 10.0 4G OTG NFC Smartphone - Black,291760,176250,
SOYES,XS 2GB+16GB 3.2 Inch Android 6.0 MTK6737 Quad Core Up To 1.3GHz Smartphone - White,49600,34900,
Sony,Xperia Z5 Phone RAM 3GB ROM 32GB 4G LTE Android Octa Core 5.2 Inch 23MP Camera -Black,46900,43900,
LG,"Wine Smart LG H410 Korean Keyboard Quad Core 3.2"" 1GB RAM 4GB ROM 3.15MP 4G LTE Slider Smartphone(Wine Red)",50900,32900,5.0
Samsung,Galaxy S9 G960FD 4+128GB Dual Sim Android 8.0 Octa Core 2.8GHz 5.8 Inch Quad HD+ 8+12MP - Gray,176999,164665,
Doogee,"N30, 4GB+128GB, 6.55 Inch Android 10, 4G Smartphone - Black",94686,66280,
Vivo,"Y20 6.51"", 4GB RAM 64GB ROM, 8MP Selfie Camera 13MP+2MP+2 MP Rear Camera, 5000mAh - Obsidian Black",,84900,
Tecno,"Pop5(BD2), 6.1""HD+Dot Notch Screen, Android 10(Go Edition), 2G/3G,5MP Front 5MP Daul Rear Camera, 4000mAh-Ice Blue",40000,35799,
Itel,"S16 Pro, 6.6 HD+ Dot-Notch Full Screen, Android 10,8MP Al Triple Rear Camera,32GB RAM, 2GB RAM, 4000mAh, Deep Blue",56000,43999,
Apple,IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-white,99920,55920,
Nokia,"5.4 6.39"" HD+ Screen, 4GB RAM + 128GB ROM, 48MP Quad + 16MP Selfie, 4000mAh, 4G, Android 10, Dual SIM - Dusk/Purple",100000,95000,
Samsung,"Galaxy S10 Plus (S10+) 6.4-Inch (8GB, 128GB ROM) Android (12MP + 12MP + 16MP)+(10MP+8MP) Dual SIM 4G- Prism White",,280000,
Blackview,"A80, 2GB+16GB, 6.2 Inch Android 10, Quad Rear Cameras, 4G Smartphone - Gradient Blue",55857,39100,
Tecno,"POP 3(BB2) 5.7""FW+Screen(16GB ROM + 1GB RAM) Android 8.1, 8MP + 5MP Dual SIM 3G Smartphone - Sandstone Black",32000,31500,4.0
Homtom,HT80 IP68 Waterproof Smartphone 4G LTE Android 10 5.5 Inch Mobile Phone,,49999,
Itel,"P15(W5005)- 5.0"" HD Screen, 16GB ROM + 1GB ROM, Android 9 Pie, 5MP + 5MP Camera, 4000mAh , Fingerprint",,27500,
Apple,Brand IPhone 6 Plus 128GB 5.5 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Grey),166757,115160,3.0
Leagoo,KIICAA  Fingerprint 3G WCDMA Smartphone MTK6580A,85868,42934,
Nokia,Lumia 1020 Phone 41MP Camera Dual Core 1.5GHz 32GB ROM 2 GB RAM Window 8 OS 3G&4G Smartphone(Yellow),52900,42900,
Letv,Leree Le3 4G LTE Mobile Phone 5.5-Inch 1920*1080 FHD,176388,88194,
Samsung,"Galaxy S7 Edge 5.5"" (4GB, 32GB ROM) 12MP + 5MP Single Sim - Blue +Free Pouch",150000,85000,
Samsung,"Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Single SIM 4G Smartphone - Coral Blue",,138000,
Apple,IPhone 6s,,185000,
Itel,"A56 5.99"" Display, Android 9 Pie, 16GB ROM + 1GB RAM, 8MP+5MP Camera, 4000mAh, Fingerprint & Face ID - Blue + Free Case",38000,30990,
Samsung,"Galaxy Note 8 Single Sim - 6gb Ram - 64gb Rom + Free Pouch , Screen Guide, Bluetooth Ear Piece",,150000,
Apple,"IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 64GB ROM) IOS 1.2 8MP+7MP Smartphone–Silver",199976,79990,
Generic,N5 Pro Large Screen 6.3 Inch Water Drop Screen Smartphone 1+16G Memory,62700,31350,
XIAOMI,"Redmi Note 10S, 6.43-Inch 6GB RAM, 128GB ROM Android 11 (64MP + 8MP + 2MP + 2MP) + 13MP Dual SIM - Ocean Blue",125000,120000,
Nokia,Microsoft Lumia 950 XL Windows 10 Mobile Phone 4G LTE GSM 5.7'' 20MP Octa Core 3GB RAM 32GB ROM 3340mAh(White),,141000,
Vivo,"Y20 6.51"" HD+ 3GB RAM, 64GB ROM, Front Camera 8MP, AI Triple Macro Camera 13/2/2 MP, 5000mAh - Nebula Blue",,78990,
Ulefone,"Armor X7 Pro Rugged Phone, 4GB+32GB, 5.0 Inch Android 10, 4G Smartphone - Black",72900,51000,5.0
Ulefone,"Armor X5 Rugged Phone, 3GB+32GB, IP68/IP69K",95814,53990,
Itel,"A37- 5.7"" HD+ Waterdrop -1GB RAM + 16GB ROM, Android 10, 3020mAh , 5MP Camera, Face ID - GRADATION Green",,29400,
LG,"G6 5.7"" 4GB RAM 32GB ROM Dual Rear Camera 13.0MP LTE 4G Mobile Phone -Black",98999,48999,
Glorystar,Mini Mobile Phone Ultrathin Luxury Phone Mp3 Player Bluetooth 1.63inch Credit Card Cell Phone-blue,34299,23999,
MARAPHONE,"X - 5.5 Inch HD+(1GB RAM+16GB ROM), (5mp + 13mp)",35000,29000,
Tecno,"POP4 Pro (BC3) ,6.52"" 16GB ROM + 1GB RAM, 5000mAh, 4G LTE, Android 10, 8MP AI Rear Camera, Face ID - Vacation Blue",45000,43999,
Blackview,"A80S, 4GB+64GB, 6.21 Inch Android 10 Smartphone - Black",78500,55000,
Tecno,"Spark 7p (KF7j) 6.8"" HD+, 64GB ROM + 4GB RAM, 16MP Triple Camera, 5000mAh, Android 11, Helio G70, 4G, Fingerprint - Blue",100000,73000,
Nokia,"C20, 6.52"" 2GB RAM + 16GB ROM Android 11 (5MP + 5MP) 4G Dual SIM - Sand",,47000,
Huawei,"Y9a - 6.63"" (8GB RAM,128GB ROM) - 64/8/2/2MP Quad Camera +16MP Motorized Selfie . 4300mAh - 4G - Sakura Pink",219899,198999,
XIAOMI,Mi Band 3 Fitness Tracker Smart Bracelet – Black,12299,8150,
Apple,IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,78990,48690,
Generic,"Blackview BV9800 Pro Rugged Phone, 6GB+128GB, Thermal Imaging,  6.3 Inch Android 9.0 Pie Helio P70 Octa Core Up To 2.1GHz, NFC, Wireless Charge, Network: 4G(Black)",346779,242745,
Samsung,"Galaxy A22, 6.4"" (4GB RAM, 64GB ROM) Android 11 (48/8/2/2)MP + 13MP Selfie - Dual SIM - 4G LTE - 5000mAh - Black",110000,105000,
Letv,LeEco Le S3 X626 Smartphone 4G LTE Phone 5.5inch FHD,178626,89313,
Tecno,"Camon 17 (CG6) 6.6"" DOT-in HD+, 4GB RAM + 128GB ROM, 48MP Triple Rear + 8MP Selfie - Android 11, 5000mAh, - Deep Sea",,85000,
Tecno,"Spark Go 2020(KE6), 6.52' Dot Notch Screen, Android 10, 13MP Dual +8MP Camera, 32GB ROM+2GB RAM, 5000mAh, Mystery White",54000,46299,
Elephone,Ultra-thin Elephone Protection Film 9H Tempered Glass,6598,3299,
Ulefone,Armor X3 Rugged Phone 2GB+32GB 5.5 Inch Android 9.0 5000mAh Battery 3G Smartphone - Orange,69030,42640,
Tecno,"Spark 7P (KF7j) 6.8"" HD+, 128GB ROM +4GB RAM, 16MP Triple Camera, 5000mAh, Android 11, 4G, Fingerprint - Alps Blue",,73000,
Itel,"A56 Pro 5.99"" Screen, Android 9, 32GB ROM + 2GB RAM, 4000mAh, Fingerprint & Face ID Black",,35900,3.7
Huawei,"P10 4GB RAM 64GB ROM Mobile Phone Octa Core 5.1"" Dual Rear Camera 20.0MP+12.0MP -Black",152000,92000,
Nokia,"5310(TA-1212DS)-2.4"" DISPLAY-DUAL SPEAKERS-FM RADIO-MP3 PLAYER WITH EQUALISER-CAMERA WITH FLASH-1200MAH-BLACK/RED",,23500,
Samsung,Galaxy Note 10 Single Sim Black + Standard Back Case & Screen Protector,,265000,
Oneplus,"9R 5G 6.55-Inch 12GB RAM, 256GB ROM Android 11 (48MP + 16MP + 5MP + 2MP) + 16MP Dual SIM - Lake Blue",,330000,
Samsung,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) (12MP + 12MP + 16MP)+(10MP+8MP) 4G Smartphone - Prism Green",,255000,
Apple,Refurbished (Class A) - Apple IPhone 6S 2GB RAM+16GB ROM - Gold,224490,112245,
Apple,IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Rose Gold,189000,109000,
Apple,"Iphone 7 128gb Silver, Free Pouch, Screen Protector, 6000 MAh Power Bank",,130000,
Sunsky,"7.0 Inch Tablet PC, 512MB+8GB, 3G Phone Call, Android 4.4.2, MTK6582 Quad Core Up To 1.3GHz, Dual SIM, WiFi, OTG, Bluetooth (Rose Gold)",46393,32475,
Oneplus,7T Pro 8GB RAM 256GB ROM 4G LTE DUAL SIM - HAZE BLUE,350000,299000,
Apple,IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Blue,99920,65940,
Blackview,"BV4900 Pro Rugged Phone, 4GB+64GB, Quad Back Cameras, 5.7 Inch Android 10 Smartphone - Green",87693,61385,4.0
Samsung,"Galaxy S10 Plus 6.4-Inch AMOLED (8GB,128GB ROM) WHITE",,235000,
Huawei,"Y8s, 6.5-inch (4GB RAM, 64GB ROM) Android 9.0  (48MP + 2MP) + 8MP/2MP Selfie - Dual SIM - 4000mAh - Emerald Green",149999,101000,
Tecno,"POP 2F ( B1G) -5.5"", Android 8.1,(16GB ROM+1GB RAM),8MP+5MP Camera With Flash, Battery 2400mAh- Champagne Gold",,30000,4.2
Infinix,Note 8i 128GB ROM 6GB RAM  6.78'' HD 5200mAh Battery Android10 Tranquil Blue,100000,99800,
Itel,"A56 5.99"" IPS Screen, Android 9 Pie, 16GB ROM + 1GB RAM, 8MP + 5MP Camera, 4000mAh Battery, Fingerprint & Face ID - Blue",34500,32500,
Vivo,"V20, 6.44-Inch, 8GB RAM 256GB ROM Android 11 (64MP + 8MP + 2MP) + 44MP Dual SIM - Midnight Jazz",,170000,
Nokia,"3.4, 6.39"" HD+ 4GB RAM + 64GB ROM Android 11 (13MP + 5MP + 2MP) + 8PM Dual SIM - Fjord I Blue",,69000,
Vivo,"Y20s, 6.51-Inch, 8GB RAM 128GB ROM Android 10 (13MP + 2MP + 2MP) + 8MP Dual SIM - Purist Blue",,105000,
Gionee,M6 5.5'HD 4G RAM+64G ROM 13MP 8MP Camera 5000mAh Battery Android  Smartphone,99800,42700,
