Phone Brand,Phone specification,Old Price,New Price,Rating
Samsung,Galaxy M11 32GB (3GB RAM) Dual Sim Blue,117144,106494,
Apple,"IPhone 4, 16GB - White (Refurbished)，3.5 Inch Screen",,26990,3.6
Huawei,"P40 Pro 6.58"" Dual Sim - 8GB / 256GB - 50MP+12MP+40MP - 32MP Selfie - Android 10. - 5G - No Google Play - Silver Frost",490000,400000,
Oppo,"A74, 6.43-Inch, 6GB RAM,128GB ROM Andriod 11 (48MP + 2MP + 2MP) + 16MP Dual SIM - Prism Black",,120000,
XIAOMI,"Redmi Note 10, 4GB+64GB, 6.43 Inch, Network: 4G, Dual SIM - Onyx Gray",174799,116470,
Tecno,"Camon 15 Premier (CD8J) 6.6"" FHD, 64MP Quad Rear + 32MP Pop-Up Camera, 6GB RAM+128GB ROM, Android Q(10) 4G - Ice Jadeite",115000,107000,
Infinix,"Note 8 - X692 - 6.9"" (6GB, 128GB ROM) Android 10 (64/2/2/2)MP + 16/2MP - Dual Sim - 5200mAh - 4G LTE - Silver Diamond",125000,108000,
Samsung,Galaxy S8 Smartphone 12MP 4GB 64GB NFC Mobile Phone ,100000,91990,5.0
Apple,IPhone 5 - 16G+1G - 4.0 Inch Screen - 8MP Pixel  Smart Phone,45999,20400,4.0
Nokia,"2.4 - 6.5-inches (3GB, 64GB ROM) Android 10 - 13/2MP + 5MP Selfie - 4500mah - Dual Sim - 4G LTE Smartphone - Chaarcoal",80000,67999,3.5
Doogee,X95 2GB+16GB Face ID 6.52 Inch Water-drop Screen Android 10 Smartphone - Green,62560,38790,5.0
Tecno,"Spark Go 2020, 6.52'' HD+, 32+2GB, 13MP Rear Camera + 8MP Front Camera, 5000mAh,Android 10, 4G - Ice Jadiete",55000,45600,
Nokia,"G20, 6.5"" HD+ 4GB RAM + 128GB ROM Android 11 (48MP + 5MP + 2MP + 2MP) + 8PM 4G Dual SIM - Glacier I Silver",,90000,
XIAOMI,"Redmi Note 10S, 6.43"" 6GB RAM, 128GB ROM Android 11 (64MP + 8MP + 2MP + 2MP) + 13MP - Dual SIM - Ocean Blue",,118000,
Infinix,"Note 10 Pro - 6.95"" FHD+ (8GB RAM, 128GB ROM) Android 11 (64/8/2/2)MP + 16MP Selfie - 4G LTE - 5000mAh",135000,126500,
Nokia,"G20, 6.5"" HD+ (4GB RAM, 64GB ROM) Android 11 (48/5/2/2)MP + 8MP Selfie - 4G - 5050mAh - Fingerprint- Glacier/Silver",,80000,
Itel,"A35, 5.0""HD Brighter Screen, Android 10, Rear 5 0MP, Front 2.0MP Camera, 16GB ROM, 1GB RAM, 3020mAh - Blue",35000,23390,3.7
Tecno,"Spark Go (KE5) 6.52"" HD+, 2GB RAM + 32GB ROM, 13MP Dual Camera, Android 10, 4G, 5000mAh, Fingerprint & Face ID - White",52000,45690,5.0
Samsung,"Galaxy S7 5.1"" Lte Phone 12MP 4GB RAM 32GB ROM Fingerprint  - Black",94000,64900,
Samsung,"GALAXY NOTE 20 ULTRA (256GB ROM, 8GB RAM) (DUAL- SIM) - MYSTIC Bronze",,470000,
Oppo,"A54, 6.51-Inch, 4GB RAM,128GB ROM Andriod 10 (13MP + 2MP + 2MP) + 16MP Dual SIM - Crystal Black",,94000,
Nokia,"1.4 - 6.51"" HD+, 32/2 GB, 8/2MP Rear Cameras, 5MP Front, 4000 MAh, Dual SIM - Charcoal/Grey",55000,48500,
Tecno,"Spark 7 P (KF7j) 6.8"" HD+, 64GB ROM +4GB RAM, 16MP Triple Camera, 5000mAh, Helio G70, 4G, Fingerprint  Spruce Green",70000,63400,
Doogee,S88 Pro Rugged Phone  6GB+128GB 10000mAh Battery 6.3 Inch Android 10.0 4G Smartphone - Black,199899,142755,5.0
Poco,"X3 NFC, 6.67-Inch (6GB RAM, 128GB ROM) Android 10 (64MP + 13MP + 2MP + 2MP) + 20MP 4G Dual SIM - Shadow Gray",,135000,4.0
Blackview,"BV5500 Rugged Phone, 2GB+16GB, 5.5 Inch Android 8.1, 4400mAh Battery, 3G Smartphoe - Black",52071,36450,
Vivo,"Y20 6.51"" HD+ 4GB RAM, 64GB ROM, Front Camera 8MP, A.I Triple Macro Camera 13/2/2 MP, 5000mAh - Obsidian Black",,85000,
Tecno,"Spark Go 2020, 6.52'' HD+, 32+2GB, 13MP Rear Camera + 8MP Front Camera, 5000mAh Battery, Android 10, 4G - Aqua Blue",50000,47199,
Blackberry,Bold Touch 9930 Mobile Phone Internal 8GB Memory 5MP Camera 3G Smartphone -- Black,33900,29900,
Apple,Iphone 7 32gb Silver + Standard Back Case And Screen Protector,,148000,
Honor,7A 5.7 Inch 3GB RAM 32GB ROM Snapdragon 430 Octa Core 4G Smartphone,59999,37709,
XIAOMI,"Redmi 9T, 6.53-Inch 4GB RAM, 64GB ROM Android 10 (48MP + 8MP + 2MP + 2MP) + 8MP 4G Dual SIM - 6000mAh - Carbon Gray",,85000,
Gionee,"F6 5.7-inch (3GB, 32GB ROM) Android 7.1 Nougat, (13MP + 2MP) + 8MP, Dual Sim 4G LTE Smartphone - Black",70000,37000,
Samsung,"Galaxy M51- 6.7"" (8GB RAM, 128GB ROM) Android 10 (64MP+12MP+5MP+5MP) + 32MP Selfie - 7000mAh  Dual SIM - 4G LTE - White",,224878,
Samsung,"Galaxy A51 6.5'' (6GB,128GB ROM) Android10.0, (48MP +12MP + 5MP + 5MP) + 32MP Dual SIM - White",145000,142900,
Itel,"PrimeTab 1 7.0"" Screen, 32GB ROM + 1GB RAM, 4000mAh, 5.0MP Camera, Android 10, OTG, WIFI, Dual SIM Tab - Blue +Free Case",40000,37990,
Nokia,"G10, 6.52"" 3GB RAM + 32GB ROM Android 11 (13MP + 2MP + 2MP) + 8PM 4G Dual SIM - Dusk I Purple",,70000,
Itel,"P15 5.0"" HD+,5.0MP Front Camera With Flash, (1GB RAM + 16GB ROM)Fingerprint, 4000mAh Big Battery - Black",35000,26490,5.0
Vivo,"Y12s, 6.51-Inch, 3GB RAM 32GB ROM Android 10 (13MP + 2MP) + 8MP Dual SIM - Phantom Black",,65000,
Infinix,"Note 10 (X693), 6.95"" FHD, 64GB/4GB Memory, 48 MP Front Camera, 16MP Selfie, Android 11, Fingerprint, 4G - Emerald Green",92500,80900,
Itel,"P37 6.5"" HD+ Screen, 2GB RAM + 32GB ROM, 5000mAh Battery, Android 10, 8MP Dual Rear Camera, Fingerprint + Face ID - Blue",50000,40990,
Blackview,"A70 Smartphone, Android System, HD Camera, 3/32G Memory, Dual SIM, Fingerprint Unlock, 5380Mah Battery-Black",71540,46500,
Nokia,"C1 5.45"" 1GB 16GB Android 9.0 Pie 5+5 Mp 2500 MAh - Charcoal",,40000,3.7
Tecno,"POP4 , 6"" Screen 32GB ROM + 2GB RAM, 8MP/5MP Camera, Android Q (Go Edition), 5000mah - Ice Lake Green",38990,35890,
XIAOMI,Redmi K30i 6.67 Inch 6GB 128GB 48MP Quad Rear Cameras 4500mAh NFC Snapdragon 765G Octa Core 5G Smartphone,139999,110808,
Itel,"A16plus - 5.0""Screen 8GB ROM-1GB RAM, Android 8.1(GO Edition) 2050mAh Battery - Champagne Gold",30000,21999,4.3
Htc,"HTC -Android Smartphone- 16GB RAM 2GB Display 5"" 4G - Black",89999,29799,
Infinix,"S5 Pro - 6.53"" FHD+ (6GB RAM, 128GB ROM) Android 10 - 48MP/2MP/QVGA + 40MP Selfie - 4000mAh - 4G LTE - Forest Green",115000,106000,
Samsung,Galaxy A32 Dual SIM - 128GB - 6GB RAM - 4G LTE - Awesome White,,125000,5.0
Samsung,"Galaxy A12(DUAL -SIM)- 6.5"" 48MP Camera, 4/64GB Memory, 5000maH Battery, Fingerprint, 4G LTE - BLUE",,95000,
Itel,"A37 5.7"" HD+ Screen, 1GB RAM + 16GB ROM, Android 10, 3020mAh Battery, 5MP Camera, Face Unlock - Green + Free 32GB Card",30000,29990,
Gionee,S10 5.5 IPS 4K Screen 8 Core 2.5GHz(6RAM+64ROM) 4 Cameras Dual SIM 4G LTE Fingerprint ID Smartphone-Dusty Blue,133405,80995,
Nokia,"5.4 6.39"" HD+ Screen, 4GB RAM + 128GB ROM, 48MP Quad + 16MP Selfie, 4000mAh, 4G, Android 10, Dual SIM - Dusk/Purple",,95000,
Samsung,"Galaxy Note 10 Plus (Note 10+) 6.8'' (12GB RAM, 256GB ROM),(12MP + 16MP) Nano SIM 4300 MAh Smart - Aura",350000,295000,
Gionee,"F109  (3GB, 16GB ROM) 2660mAh, 8MP+5MP, Android 7.0, Dual Sim 4G LTE - Gold",58000,34000,
Samsung,Galaxy S7 4GB 32GB 5.1Inch 12MP Fingerprint Sensor—Black.,120000,70000,
Itel,"P15 5.0"" Screen, 16GB ROM + 1GB RAM, Android 9, 5MP + 5MP Camera, 4000mAh, Fingerprint & Face ID - Black +Free 16GB Card",29000,28790,
Nokia,"2.4 - 32GB ROM + 2GB RAM, 6.5 HD+ Display, 4500maH Battery, 4G, Dual SIM With 12 Month Warranty - Charcoal/Grey",55000,52500,
Tecno,"POP 2F ( B1G) 5.5"" 16GB ROM,1GB RAM, 8MP Front+5MP Back, Battery 2400mAh, Fingerprint, Face Unlock - Midnight Black",35000,29000,
yeamuds,Smartphones Ram 4GB+ Rom 64GB Android Mobile Phoens 7.3 HDinch 5000mAh Cellphones 10-core -Black,101945,59968,
Samsung,Galaxy A11 32GB (2GB RAM) Black,107014,97286,
Generic,Mini Humidifier Cool Mist Portable Cat Air Humidifier,6200,3100,4.0
Gionee,"P12 6.1"" HD+ (2GB RAM, 16GB ROM) Android 10 (13MP Rear Camera [Triple],5MP Front) Dual SIM-4G LTE- 3200mAh Battery-Black",81000,56900,5.0
Itel,"A37 5.7"" HD+ Screen, 1GB RAM + 16GB ROM, Android 10, 3020mAh Battery, 5MP Camera, Face Unlock - Green + Free Case",30000,28290,
Vivo,"V21, 6.44-Inch, 8GB RAM 128GB ROM Android 11 (64MP + 8MP + 2MP) + 44MP Dual SIM - Dusk Blue",,165000,
Samsung,"Galaxy A02, 6.5-Inch (2GB RAM, 32GB ROM) Android 10, (13MP + 2MP) + 5MP  4G, Dual SIM - Blue",,49000,
Huawei,"Y9a, 6.63-Inch (8GB RAM + 128GB ROM) Android 10, (64MP + 8MP + 2MP + 2MP) + 16MP, Dual SIM - Sakura Pink",,155000,
Tecno,"POP5(BD2)-6.1"" HD+ DOT NOTCH SCREEN-16GB ROM /1GB RAM-5MP/5MP- 4000mAh-FACE UNLOCK/FINGERPRINT-OBSIDIAN BLACK",37000,35800,
Samsung,Galaxy S9+ 6+128GB S9 Plus Dual Sim Android 8.0 Octa Core 2.8GHz 6.2 Inch Quad HD+ 12+12MP Dual Camera - Blue,183999,174543,
Infinix,"Note 10 Pro - 6.95"" FHD+ (8GB RAM, 128GB ROM) Android 11 (64/8/2/2)MP + 16MP Selfie - 4G LTE - 5000mAh, Nordic Secret",150000,124000,
Itel,"P37 6.5"" HD+ Screen, 2GB RAM + 32GB ROM, 5000mAh - Android 10, 8MP Dual Rear Camera, Fingerprint & Face ID -DEEP BLUE",50000,49800,
Tecno,"POP4 Pro(BC3) 6.52"" Screen, 4G LTE, 16GB ROM + 1GB RAM, 8MP Front Camera , Android 10(Go Edition), 5000mah -VacationBlue",45000,41999,5.0
LG,G5 Mobile Phone 4G RAM 32G ROM 5.3'' 16.0MP Camera Fingerprint  4G LTE  Smartphone -Gold,59900,39900,1.0
Nokia,"7.1 Smart Mobile Phone 5.84"" 4GB RAM 64GB ROM Cellphones TLE 4G-Blue",100000,78900,
Nokia,6.1 Plus Android Smartphone 6+64GB ROM 5.8 Inch TLE 4G-Blue,80000,60990,
Samsung,"Galaxy A12, 6.5-inches (4GB RAM, 64GB ROM) Android 10  Selfie - 4G LTE - 5000mAh Battery - Black",90000,74000,4.4
Vivo,"Y12s 6.51"", 3GB RAM 32GB ROM, 5MP Selfie Camera 13MP Rear Camera, 5000mAh - Glacier Blue",,64900,
Tecno,"Phantom X 6.7-Inch 8GB RAM, 256GB ROM Android 11 (50MP + 13MP + 8MP) + 48MP + 8MP Dual SIM - Iceland Blue",280000,250000,
Generic,Large 26CM Selfie Ring Light With Tripod Stand & Cell Phone Holder For Live Stream/ YouTube Video/Photography (Upgraded),25100,14999,
Itel,"S16 Pro, 6.6 HD+ Dot-Notch Full Screen, Android 10,8MP Al Triple Rear Camera,32GB RAM, 2GB RAM, 4000mAh, Deep Blue",55000,43999,
Nokia,"G20, 6.5"" HD+ 4GB RAM + 128GB ROM Android 11 (48MP + 5MP + 2MP + 2MP) + 8PM 4G Dual SIM - Glacier I Silver",,90000,
Generic,"YUMEFone S30 Plus , 6.8"" Screen 3GB RAN+32GB ROM, 2MP/5MP Camera, Android 10.0 , 5000mah Battery - Sky Blue",,49000,
Blackberry,"Q20 3.5"" 16GB ROM 2GB RAM 4G LTE 8MP WIFI Smartphone QWERTY Keyboard Cell Phone",99900,44900,4.0
Htc,10 M10 5.2 Inch 32GB 4GB 12.0MP LTE 4G Mobile Phone -Gold,49000,41000,4.0
Apple,IPhone 5 - 16GB ROM +1GB RAM -8 MP-  Refurbished Smartphones,62000,23800,2.3
Tecno,"Phantom X 6.7-Inch 8GB RAM, 256GB ROM Android 11 (50MP + 13MP + 8MP) + 48MP + 8MP Dual SIM - Iceland Blue",,250000,
Nokia,3.1 Plus Android Smartphone 6.0''3GB+32GB Mobile Phone TLE 4G-Blue-Blue,70000,51800,
Itel,"A56 Pro 5.99"" Screen, Android 9, 32GB ROM + 2GB RAM, 8MP+5MP Camera, 4000mAh, Fingerprint & Face ID - Black + Free Case",38000,36990,5.0
Nokia,X6 Android Smartphone 4+32GB ROM  5.8 Inch TLE 4G-Blue,80000,52990,
Samsung,"Galaxy Note 10 Plus (Note 10+) 6.8-Inch (12GB RAM, 256GB ROM), (12MP + 16MP) SINGLE SIM 4,300 MAh Smartphone - Aura Glow",,290000,
Tecno,"Camon 16 Premier 6.9"", 8G RAM, 128 ROM, Android 10, 4500mAh",125000,122000,5.0
Samsung,"Galaxy Note 8 -Dual Sim - 6gb Ram - 64gb Rom + Free Pouch, Screen Guide And A Free Torch Light Phone",,145000,
Atouch,"Dual SIM Kids Tablet 7 Inch, Android 6.1, 16GB, Wi-Fi, 4G, Dual Camera Plus Accessories And Power Bank",,30000,
Generic,YUMEFone P40 Plus Smartphone 6.7 Inch 3GB+32GB Android 10.0 4800mAh Fingerprint 4G Mobile Phone-White,,50000,
Samsung,Galaxy Note 9 6.4 Inch Single Sim (6GB+128GB) Andriod 4G - Black,354700,173800,
Infinix,"Hot 10 Play (X688B)- 6.82"" HD+, 4GB RAM + 64GB ROM, 6000mAh -Android 10, 13MP/8MP- 4G, Fingerprint -OBSIDIAN BLACK",70500,67500,
Tecno,"Spark 7 (PR651H) 6.5"" HD+, 32GB ROM + 2GB RAM, 500mAh, 16MP + 8MP CAMERA, Android 11, 4G, Fingerprint -MAGNET Black",,51500,
Samsung,Galaxy Note 5 5.7 '' 16MP 4GB RAM 32GB ROM 4G LTE - White,99000,66900,4.5
XIAOMI,"Redmi Note 9 4gb Ram, + 128gb Storage - MIDNIGHT GREY.",105000,85000,
Samsung,"GALAXY NOTE 20 ULTRA (256GB ROM, 8GB RAM) (DUAL- SIM) - MYSTIC  BLACK",,455000,
Huawei,"P9 3GB RAM 32GB ROM 5.2""FHD 1920X1080 Fingerprint Mobile Phone 12MP*2 Hisilicon Kirin 955 -Grey",92900,52900,
Tecno,"POP 5 (BD2p) 6.1"" HD+ Display, 2GB RAM + 32GB ROM, 4000mAh, Android 10, 5MP + 5MP Camera, Fingerprint & Face ID - Black",45000,40000,
XIAOMI,"Mi 10T, 5G Smartphone - 8GB RAM - 128GB ROM - 6.67 Inch - 64M - 5000mAh - Cosmic Black",,245000,5.0
Vivo,"Y51, 6.58-Inch, 8GB RAM 128GB ROM Android 11 (48MP + 8MP + 2MP) + 16MP Dual SIM - Crystal Symphony",,115000,
Ulefone,"Note 8P, 2GB+16GB, 5.5 Inch Android 10, 4G Smartphone - Sunset Red",41657,29160,
Poco,"F3, 6.67-Inch (8GB RAM, 256GB ROM) Android 11 (48MP + 8MP + 5MP) + 20MP 5G Dual SIM - Night Black",280000,260000,
LG,G6 Quad Core 5.7 Inches 4GB RAM 32GB ROM Dual Rear Camera 13.0MP LTE 4G Mobile Phone -Black,66999,48999,
Ulefone,Armor Mini 2 Rugged Phone 32Mb+32Mb 2100mAh Battery 2.4 Inch MediaTek MT6261D 2G Smartphone - Black,30060,18640,
Blackberry,9900 WCDMA 3G QWERTY Keyboard 8GB ROM 5MP WIFI Smartphone,60500,27990,
XIAOMI,"Mi Redmi 3,Golden, 2+16G, 5.0 Inch Screen Dual SIM",,55990,
Gionee,"M6 Plus(4GB RAM +64GB ROM ,8MP+16MP Camera, 6020mAh Battery, Dual SIM 4G, Amoled 6 Inch FHD Display)",199000,63990,5.0
Samsung,Galaxy S9+ (6GB RAM 64GB ROM) Midnight Black 4G – S9 Plus + Free Bluetooth Earpiece,,143000,
Ulefone,"Armor 8 Pro Rugged Phone, 8GB+128GB, 6.1 Inch Android 11 Smartphone - Red",142700,99900,
Samsung,Galaxy S20 FE Hybrid Dual SIM 128GB 8GB RAM 5G- Cloud RED,270000,263000,
Generic,Mobile Tripod Stand With Remote+Holder+Phone Ring Light,15100,7399,
Generic,3D  For Xiaomi Mi Band 6 PMMA High Quality Full Cover,1318,659,3.0
SOYES,"7S Mini Smart Phone 2.54"" Quad Core 1GB+8GB 5.0MP Dual SIM Phone",38900,27500,
Samsung,"Galaxy Note 10 (8gb+ 256GB) 6.3'',12MP 2x Zoom, 16MP Ultra Wide Rear+10MP Selfie Camera With Dual Pixel,3500mAh - Black",320000,260000,
Ulefone,"Note 7, 1GB+16GB, 6.1 Inch Android 8.1 GO,Triple Back Cameras, 3G Smartphone - Black",40700,28490,
Nokia,"1.4 - 6.51"" HD+, 32/2 GB, 8/2MP Rear Cameras, 5MP Front, 4000 MAh, Dual SIM - Grey",58500,48000,
XIAOMI,"Redmi 9A 6.53 Inches 2GB RAM 32GB ROM 13MP REAR CAMERA, 5MP FRONT CAMERA, 5000mAH- Granite Gray",,44799,
Generic,Gionee S10 Lite / S10L LCD Screen And Digitizer Full Assembly,,14000,
Gionee,S10 5.5 IPS 4K Screen 8 Core 2.5GHz(6RAM+64ROM) 4 Cameras Dual SIM 4G LTE Fingerprint ID Smartphone-Dark Night,133405,80995,
Ulefone,Armor 10 5G Rugged Phone 8GB+128GB 5800mAh Battery 6.67 Inch Android 10.0 5G Smartphone - Black,363160,254210,
Tecno,"Spark 7p (KF7j) 6.8"" HD+, 64GB ROM + 4GB RAM, 16MP Triple Camera, 5000mAh, Android 11, Helio G70, 4G, Fingerprint - Blue",65000,63950,5.0
LG,Android Smartphone LG G4 4G LTE H815 Mobile Phone Hexa Core 5.5 Inch 16.0MP Camera 3GB+32GB-Gold,60000,34500,4.0
Samsung,"Galaxy A02 -3gb Ram +64GB Rom, Dual Rear Camera, Dual SIM, 5000mAh Battery, 4G LTE - Black",60000,58900,
XIAOMI,"Redmi 9 6.53-inch Android 10, 4GB Ram 64GB Rom, 13MP+8MP+5MP+2MP Quad Rear Camera, 5020mAh -Green",,78000,
Itel,"A56 Pro(W6004P)- 5.99"" IPS - Android 9 Pie- 32GB ROM + 2GB RAM- 8MP+5MP -4000mAh, Fingerprint-BLACK",38000,36400,5.0
Apple,"IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 64GB ROM) IOS 1.2 8MP+7MP Smartphone–Silver",199976,109900,
Bontel,"TV Touch, 3.5""HVGA, Battery 15000mah,FM, Poweful Speaker - Green",25000,17999,
Oneplus,"9 Pro Dual SIM - 8GB RAM, 256GB ROM - 5G - Pine Green",,510000,
Tecno,"POP4 Pro (BC3) 6.52"" Screen, 16GB ROM + 1GB RAM, 5000mAh, 4G LTE, Android 10, 8MP Dual Camera - Shine + Free 32GB Card",48000,44790,
Sony,Xperia XA1 32GB ROM 3GB RAM 5.0 Inch Android 23MP 4G LTE SmartPhone Mobile Phone -Gold,39900,37900,4.5
Htc,"Desire 21 Pro 5G, 6.7"" FHD+ 8GB RAM 128GB ROM Android 10, (48MP + 8MP + 2MP + 2MP) + 16MP Dual SIM - Blue",,155000,
Blackberry,"9720 Mobile Phone 3G WiFi 2.8"" Inch Touchscreen Smartphone  5MP Camera - Black",64900,26900,
Samsung,"Galaxy S6 Edge - 5.1"" - 16MP + 5MP - 32GB ROM + 3GB RAM - Smartphone - Gold",,128999,
Samsung,"Galaxy Note 10 Plus (Note 10+) 6.8-Inch (12GB RAM, 256GB ROM), (12MP + 16MP) SINGLE SIM 4,300 MAh Smartphone - Aura Glow",,290000,
Nokia,"C1 5.45"" 1GB 16GB Android 9.0 Pie 5+5 Mp 2500 MAh - Charcoal",39000,31450,
Apple,"IPhone 12, 6.1-Inch 128GB ROM 5G LTE Dual SIM - Black",,540000,
LG,"V30 6.0"" 4GB RAM 64GB ROM 16.0MP LTE Fingerprint Cellphone - Silver",89900,75990,
Ulefone,"Note 8P, 2GB+16GB, 5.5 Inch Android 10, 4G Smartphone - Black",41657,29160,
Samsung,"Galaxy A71 6GB RAM 128GB  ROM 6.7"" 4500mAh Dual Sim -FINGERPRINT- Prism Crush Blue",,194999,
Tpad,Educational Kids Tablet 7 Inch Android ( Educational App Installed),70000,30000,
Itel,"P15 5.0"" HD+,5.0MP Front Camera With Flash, (1GB RAM + 16GB ROM)Fingerprint, 4000mAh Big Battery - Champagne Gold",35000,26599,4.0
Itel,"A14 Plus, 4.0"" Screen, 16GB ROM + 512MB RAM, Android 10, 2500mAh Battery, 3G Smartphone - Sky Blue With FREE CASE",25000,20000,
Generic,10Inch LED Ring Light Professional Camera Tripod Mobile Phone Stand Studio Live Portable,20100,13999,
Tecno,"POVA (LD7), 6.8"" HD+ DOT-IN DISPLAY,128GB ROM/6GB RAM, BATTERY - 6000MAH, HELIO G80 OCTA-CORE, SPEED PURPLE",95000,91000,
Ulefone,"Armor X6 Rugged Phone, 2GB+16GB, Face Identification, 4000mAh Battery, 5.0 Inch Android 9.0, Network: 3G(Orange)",55000,38000,
Sony,"Xperia XZ Mobile Phone LTE 23MP 5.2"" 32GB 3GB Smartphone - Blue",49900,46990,
Generic,10Inch LED Ring Light Professional Camera Tripod Mobile Phone Stand Studio Live Portable,22999,14999,
LG,G5 Mobile Phone Fingerprint 4G RAM 32G ROM 5.3'' 16.0MP 4G LTE Smartphone -Grey,49900,39900,
Doogee,"S88 Pro Rugged Phone, 6GB+128GB, 6.3 Inch Android 10, 10000mAh Battery, 4G Smartphone - Black",170471,119330,4.0
Itel,"P15 5.0"" HD Screen, 16GB ROM + 1GB RAM, Android 9 Pie, 5MP + 5MP Camera, 4000mAh Battery, Fingerprint & Face ID  - Black",,26000,
Apple,Refurbished (Class A) - Apple IPhone 8 Plus 3GB RAM+64GB ROM - Gold,493220,246610,
Nokia,"106 - DUAL SIM, FM RADIO, TORCHLIGHT, 800MAH BATTERY, 1.8 INCH DISPLAY - DARK GREY",,18000,
Samsung,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) (12MP + 12MP + 16MP)+(10MP+8MP) 4G Smartphone - White",,255000,4.0
LG,"G7 ThinQ 4+64GB LTE Mobile Phone 6.1"" 16MP Cellphone - Grey",99900,76990,
XIAOMI,"Redmi 9C 6.53 Inch, 5MP Selfie/ 13mp+2mp+2mp Dual Rear Camera; 2GB RAM 32GB ROM 5000mAh -  Grey",98680,69999,
Vivo,"Y51, 6.58-Inch, 8GB RAM 128GB ROM Android 11 (48MP + 8MP + 2MP) + 16MP Dual SIM - Titanium Sapphire",,115000,
Tecno,"Spark 7p (KF7J) (64GB, 4GB RAM) 6.8-Inch HD+Dot Notch Screen, 16MP Triple Rear + 8MP Front Camera, 5000mAh -MAGNET BLACK",,63000,
Samsung,GALAXY S8 Plus 4+64GB Dual Sim Android 7.0 Octa Core 2.35GHz 6.2 Inch WQHD 8.0+12.0MP - Pink,139999,130085,
Gionee,M6 5.5'HD 4G RAM+64G ROM 13MP 8MP Camera 5000mAh Battery Android  Smartphone,99800,42600,
Samsung,"Galaxy S8  (6GB RAM,64GB ROM) - Purple With Free Pouch And Screen Guard",,130000,
Apple,"IPhone 8P 5.5-Inch Fingerprint Sensor HD (3GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone -Grey",480500,280100,
Blackview,BV4900 Pro Rugged Phone 4GB+64GB 5580mAh Battery 5.7 Inch Android 10.0 4G Smartphone - Orange,100800,70560,
Gionee,"M15, 6.67"" (8GB RAM, 128GB ROM) Android 11 (48/5/2/2)MP + 16MP Selfie - 4G LTE - Dual - 5100mAh - Fingerprint - Blue",,145300,
Samsung,"Galaxy M51- 6.7"" (8GB RAM, 128GB ROM) Android 10 (64MP+12MP+5MP+5MP) + 32MP Selfie - 7000mAh  Dual SIM - 4G LTE - White",300000,250000,
Google,"Pixel 4a 5G, 6.2-Inch  6GB RAM 128GB ROM Android 11, (12.2MP + 16MP) + 8MP Nano SIM - Just Black",,300000,
Gionee,"M7 Power (4GB, 64GB ROM) 5000mAh, 13MP+8MP, OTG Android 7.1, Dual Sim  4G LTE -Gold",99800,59990,
Ulefone,"Note 8P, 2GB+16GB, 5.5 Inch Android 10, 4G Smartphone - Black",44121,31515,
Apple,Brand IPhone 6 Plus 128GB 5.5 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Gold),166757,115160,
Tecno,"POP 3 (BB2) 5.7"" Screen, 16GB ROM + 1GB RAM, 8MP + 5MP Camera, 3500mAh, Fingerprint & Face ID - Black + Free 16GB Card",34000,33390,4.6
Itel,"A37 5.7"" HD+ Screen, 1GB RAM + 16GB ROM, Android 10, 3020mAh Battery, 5MP Camera, Face Unlock - Blue + Free Case",30000,28290,
Nokia,"C10(TA-1342 DS)-6.5"" HD+ DISPLAY-32GB ROM/1GB RAM-5MP/5MP CAMERA-3000MAH BATTERY-ANDROID 11(GO Edition)-GREY",,39000,
Samsung,Galaxy S21 Plus Dual SIM - 256GB ROM - 8GB RAM - 5G - Phantom Silver,769999,594999,
Htc,M10 5.2 Inch 32GB ROM 4GB RAM 12.0MP LTE 4G Mobile Phone - Black,49000,40000,
Gionee,S10C 5.2 Inch HD 4GB RAM 32GB ROM 16MP+13MP Hybrid Dual SIM 4G LTE Smartphone 3100mA-Gold,230805,55393,4.3
Apple,"12 Pro - 128GB, 6GB RAM, 6.1-Inch,(12MP+12MP+12MP) - Graphite",690000,570000,
Apple,"Iphone 7 128gb Silver, Free Pouch And Tempered Glass",,130000,
Poco,"F3, 6.67-Inch (8GB RAM, 256GB ROM) Android 11 (48MP + 8MP + 5MP) + 20MP 5G Dual SIM - Night Black",,260000,
Samsung,"Galaxy A22, 6.4"" (4GB RAM, 128GB ROM) Android 11 (48/8/2/2)MP + 13MP Selfie - Dual SIM - 4G - 5000mAh - Black",145000,122000,
Ulefone,"Armor 8 Rugged Phone, 4GB+64GB, 6.1 Inch Android 10 Smartphone - Red",112671,78870,
Oukitel,"U18 4G Smartphone 5.85"" 21:9 Display Face ID MT6750T Octa Core Android 7.0 4GB RAM 64GB ROM 4000mAh 16MP Mobile Phone HWZ",122640,49056,
Oneplus,"9 Pro 5G 6.7-Inch 8GB RAM, 256GB ROM Android 11 (48MP + 8MP + 50MP + 2MP) + 16MP Dual SIM - Stellar Black",,465000,
Generic,USB Corde For Iphone,,3000,
Tecno,"Phantom X 6.7-Inch 8GB RAM, 256GB ROM Android 11 (50MP + 13MP + 8MP) + 48MP + 8MP Dual SIM - Iceland Blue",270000,260000,
